user_id,item_id,ui_b1_count_in_week,ui_b2_count_in_week,ui_b3_count_in_week,ui_b4_count_in_week,buy_or_not
1240585.0,299466366.0,3,0,1,1,0.0
1242694.0,22602865.0,3,0,1,1,0.0
1242694.0,216284732.0,4,0,1,1,0.0
1242694.0,330175347.0,10,0,1,1,0.0
1273897.0,8521876.0,2,0,1,0,0.0
1273897.0,88768703.0,3,0,1,0,0.0
1273897.0,141331009.0,6,0,1,1,0.0
1273897.0,202750959.0,4,0,0,0,0.0
1273897.0,206341705.0,2,0,0,1,0.0
1273897.0,260576240.0,4,0,1,0,0.0
1273897.0,301827388.0,5,0,1,0,0.0
1285111.0,24699401.0,5,0,0,0,0.0
1285111.0,49383542.0,2,0,0,0,0.0
1285111.0,91500459.0,1,0,0,0,0.0
1285111.0,102651847.0,1,0,0,0,0.0
1285111.0,144934429.0,1,0,0,0,0.0
1285111.0,180452823.0,2,0,0,0,0.0
1285111.0,213324791.0,1,0,0,0,0.0
1285111.0,282130977.0,2,0,0,0,0.0
1285111.0,303352033.0,2,0,0,0,0.0
1285111.0,320678436.0,1,0,0,0,0.0
1285111.0,323986984.0,8,0,0,1,0.0
1285111.0,362320985.0,1,0,0,0,0.0
1285111.0,369900510.0,3,0,0,0,0.0
1285111.0,401936738.0,4,0,0,0,0.0
1288237.0,150584778.0,1,0,0,0,0.0
1307287.0,36427210.0,4,0,0,0,0.0
1307287.0,206759348.0,2,0,0,0,0.0
1321603.0,183465956.0,4,0,0,1,0.0
1382821.0,134769155.0,2,0,0,0,0.0
1382821.0,169644051.0,1,0,0,0,0.0
1382821.0,230166931.0,7,0,0,0,0.0
1382821.0,350407118.0,1,0,0,0,0.0
1382821.0,357670416.0,1,0,0,0,0.0
1390654.0,292403281.0,4,0,1,1,0.0
1396981.0,190218358.0,2,0,0,0,0.0
1409053.0,203078982.0,1,0,1,1,0.0
1409053.0,376805259.0,3,0,0,0,0.0
1434157.0,23693153.0,8,1,0,0,1.0
1434157.0,56390390.0,3,1,0,0,0.0
1434157.0,76237263.0,7,0,0,0,0.0
1434157.0,146676202.0,8,1,0,0,1.0
1434157.0,186593277.0,1,0,0,0,0.0
1434157.0,223566854.0,1,0,0,0,0.0
1434157.0,230385970.0,2,1,0,0,0.0
1434157.0,246973359.0,26,1,0,1,0.0
1434157.0,296808366.0,7,1,0,0,0.0
1434157.0,340847990.0,1,0,0,0,0.0
1434157.0,357054873.0,2,0,0,0,0.0
1434157.0,363928744.0,4,1,0,0,0.0
1436494.0,347760575.0,1,0,2,1,0.0
1460125.0,31059196.0,1,0,0,0,0.0
1460125.0,54062154.0,1,0,0,0,0.0
1460125.0,203838147.0,1,0,1,0,0.0
1460125.0,365052042.0,1,0,1,0,0.0
1474456.0,84110874.0,1,0,0,0,0.0
1488559.0,275510137.0,4,0,0,0,0.0
1551142.0,51413510.0,1,0,0,0,0.0
1551142.0,72789204.0,1,0,0,0,0.0
1559521.0,392913217.0,15,1,0,1,0.0
1569064.0,81839078.0,12,0,1,0,0.0
1569064.0,182924583.0,4,0,1,0,0.0
1569064.0,239253448.0,1,0,1,0,0.0
1569064.0,327333928.0,9,0,1,0,0.0
1569064.0,330604413.0,1,0,0,0,0.0
1591612.0,230882686.0,17,0,0,1,0.0
1591612.0,297389843.0,12,0,0,1,0.0
1612714.0,75555851.0,1,0,1,0,0.0
1704976.0,2065551.0,1,0,0,0,0.0
1704976.0,27056957.0,1,0,0,0,0.0
1704976.0,116482095.0,1,0,0,0,0.0
1704976.0,190900538.0,1,0,0,0,0.0
1704976.0,280898780.0,1,0,0,0,0.0
1704976.0,347079401.0,2,0,0,0,0.0
1713217.0,24399047.0,6,0,0,1,0.0
1732255.0,95225117.0,12,0,1,1,0.0
1732255.0,121827637.0,1,0,1,1,0.0
1732255.0,121923774.0,1,0,0,0,0.0
1732255.0,160012531.0,1,0,0,0,0.0
1732255.0,164125442.0,3,0,0,0,0.0
1732255.0,172463140.0,4,0,0,0,0.0
1732255.0,208730873.0,3,0,0,0,0.0
1732255.0,304723341.0,1,0,0,0,0.0
1732882.0,119974615.0,1,0,1,0,0.0
1732882.0,228870249.0,2,0,1,0,0.0
1732882.0,255708467.0,2,0,1,0,0.0
1732882.0,398895770.0,1,0,0,0,0.0
1736017.0,83103170.0,1,1,0,0,0.0
1736017.0,380669125.0,1,1,0,0,0.0
1755625.0,15653884.0,7,0,2,0,0.0
1755625.0,342612059.0,8,1,0,0,0.0
1762840.0,332279541.0,10,0,0,1,0.0
1762840.0,391521289.0,7,0,1,1,0.0
1774834.0,7449974.0,1,0,0,0,0.0
1774834.0,29695895.0,1,0,0,0,0.0
1774834.0,42230230.0,1,0,1,0,0.0
1774834.0,47122371.0,1,0,0,0,0.0
1774834.0,48539011.0,1,0,0,0,0.0
1774834.0,51966679.0,1,0,0,0,0.0
1774834.0,57568798.0,1,0,0,0,0.0
1774834.0,59633188.0,2,0,1,2,0.0
1774834.0,96486966.0,1,0,1,0,0.0
1774834.0,126280137.0,1,0,0,0,0.0
1774834.0,134223463.0,1,0,0,0,0.0
1774834.0,145011752.0,1,0,0,0,0.0
1774834.0,169214242.0,4,0,1,0,0.0
1774834.0,200219557.0,1,0,0,0,0.0
1774834.0,215196270.0,1,0,0,0,0.0
1774834.0,218711931.0,1,0,0,0,0.0
1774834.0,248623631.0,1,0,0,0,0.0
1774834.0,258580084.0,1,0,0,0,0.0
1774834.0,285826313.0,1,0,0,0,0.0
1774834.0,382238454.0,1,0,0,0,0.0
1774834.0,395545580.0,1,0,1,1,0.0
1774834.0,396412889.0,1,0,0,0,0.0
1774834.0,396879628.0,1,0,0,0,0.0
1788709.0,296143168.0,6,0,1,1,0.0
1812067.0,168873174.0,0,0,1,0,0.0
1826968.0,306334071.0,2,0,0,0,0.0
1826968.0,329082560.0,15,1,1,1,0.0
1826968.0,362814189.0,5,0,0,0,0.0
1840942.0,60546909.0,2,1,0,0,0.0
1840942.0,93317214.0,1,1,0,0,0.0
1840942.0,133421256.0,5,2,1,1,0.0
1840942.0,268936086.0,1,0,0,0,0.0
1840942.0,270589176.0,1,0,0,0,0.0
1840942.0,310739256.0,1,0,0,0,0.0
1840942.0,340272194.0,1,0,0,0,0.0
1840942.0,353101637.0,1,1,0,0,0.0
1996141.0,47624912.0,1,0,0,0,0.0
1996141.0,160072219.0,1,0,0,0,0.0
1996141.0,306885826.0,1,0,0,0,0.0
1996141.0,388515865.0,1,0,0,0,0.0
1999096.0,321602778.0,1,0,1,0,0.0
2048794.0,61558203.0,1,0,1,0,0.0
2048794.0,200230624.0,4,0,0,1,0.0
2048794.0,205234621.0,11,0,1,1,0.0
2055952.0,3323591.0,1,0,0,0,0.0
2055952.0,34250535.0,2,0,0,0,0.0
2055952.0,119375586.0,3,0,0,0,0.0
2055952.0,127131704.0,2,0,0,0,0.0
2055952.0,134755987.0,1,0,0,0,0.0
2055952.0,258437406.0,3,0,0,0,0.0
2055952.0,283450670.0,2,0,0,0,0.0
2055952.0,340653468.0,1,0,0,0,0.0
2055952.0,359628485.0,1,0,0,0,0.0
2055952.0,370439146.0,1,0,0,0,0.0
2069029.0,80672595.0,1,0,0,0,0.0
2069029.0,92854937.0,1,0,0,0,0.0
2069029.0,135563687.0,2,0,1,0,0.0
2069029.0,157500312.0,1,0,1,0,0.0
2069029.0,236711984.0,1,0,1,0,0.0
2069029.0,351898483.0,1,0,1,0,0.0
2069029.0,373625388.0,1,0,1,0,0.0
2069029.0,401426964.0,2,0,0,0,0.0
2074705.0,87778958.0,2,0,0,0,0.0
2084248.0,235295453.0,4,0,3,1,0.0
2109568.0,146829888.0,2,0,1,0,0.0
2130130.0,3998851.0,2,0,0,0,0.0
2130130.0,20682502.0,3,0,0,0,0.0
2130130.0,43261849.0,1,0,0,0,0.0
2130130.0,62305016.0,2,0,0,0,0.0
2130130.0,66368779.0,3,0,0,0,0.0
2130130.0,150226971.0,14,0,0,0,0.0
2130130.0,150323176.0,1,1,0,0,0.0
2130130.0,170838484.0,1,0,0,0,0.0
2130130.0,298689266.0,1,1,0,0,0.0
2130130.0,301342212.0,2,0,0,0,0.0
2130130.0,307401031.0,1,1,0,0,0.0
2130130.0,322525923.0,1,0,0,0,0.0
2130130.0,342644062.0,1,0,0,0,0.0
2130130.0,372708414.0,1,0,0,0,0.0
2130130.0,381233614.0,1,0,0,0,0.0
2146741.0,39605324.0,3,1,0,0,0.0
2146741.0,65842772.0,2,1,0,0,0.0
2146741.0,171079623.0,1,0,0,0,0.0
2146741.0,183760519.0,2,0,0,0,0.0
2146741.0,220524779.0,6,0,1,0,0.0
2146741.0,225007828.0,1,0,0,0,0.0
2146741.0,274104903.0,1,1,0,0,0.0
2146741.0,281791003.0,1,0,0,0,0.0
2146741.0,328849931.0,1,0,0,0,0.0
2146741.0,333338547.0,1,1,0,0,0.0
2146741.0,384465725.0,1,0,0,0,0.0
2171674.0,57536237.0,1,0,0,0,0.0
2171674.0,129078489.0,5,0,0,0,0.0
2171674.0,131716433.0,1,1,0,0,0.0
2171674.0,158919514.0,15,1,1,1,0.0
2171674.0,205296640.0,5,0,0,0,0.0
2171674.0,252829734.0,1,0,0,0,0.0
2171674.0,261080730.0,1,0,1,0,0.0
2171674.0,328389462.0,2,0,0,0,0.0
2171674.0,343558789.0,1,0,1,0,1.0
2171674.0,369078787.0,10,1,2,0,0.0
2171674.0,388008086.0,4,0,0,0,0.0
2171674.0,393133184.0,2,0,0,0,0.0
2201473.0,101415143.0,1,0,1,0,0.0
2201473.0,101530897.0,2,0,2,0,0.0
2201473.0,107537931.0,2,0,1,0,0.0
2201473.0,119235339.0,1,0,0,0,0.0
2201473.0,322060906.0,1,0,0,0,0.0
2201473.0,327829373.0,1,0,0,0,0.0
2201473.0,366898401.0,1,0,1,0,0.0
2201473.0,386439685.0,5,0,1,0,0.0
2228206.0,22856544.0,1,0,0,0,0.0
2228206.0,362444664.0,1,0,0,0,0.0
2231431.0,317761478.0,4,0,1,1,0.0
2255818.0,45574774.0,1,0,0,0,0.0
2255818.0,49190190.0,1,0,0,0,0.0
2255818.0,230024278.0,4,0,0,0,0.0
2255818.0,268578636.0,2,0,0,0,0.0
2271502.0,68133378.0,1,0,1,0,0.0
2271502.0,205768196.0,1,0,1,0,0.0
2292421.0,65268822.0,1,0,0,0,0.0
2292421.0,342716340.0,5,0,0,0,0.0
2297257.0,491759.0,2,0,0,0,0.0
2297257.0,16937048.0,4,0,0,0,0.0
2297257.0,55352852.0,2,0,0,0,0.0
2297257.0,77941418.0,2,0,1,0,0.0
2297257.0,156829591.0,4,0,0,0,0.0
2297257.0,192536981.0,4,0,0,0,0.0
2297257.0,197966650.0,2,0,1,0,0.0
2297257.0,226789384.0,2,0,0,0,0.0
2297257.0,277595617.0,3,0,1,0,0.0
2297827.0,348861694.0,1,0,0,0,0.0
2330851.0,99604931.0,1,0,0,0,0.0
2333977.0,102437924.0,1,0,0,0,0.0
2336722.0,119817678.0,3,0,0,0,0.0
2336722.0,270381581.0,5,0,1,1,1.0
2336722.0,321284334.0,3,0,1,0,1.0
2336722.0,383455212.0,0,0,1,0,1.0
2348716.0,283206828.0,1,0,0,0,0.0
2351314.0,274215862.0,4,1,0,0,0.0
2351314.0,398778964.0,3,1,0,0,0.0
2353423.0,260556960.0,7,1,0,0,0.0
2353423.0,364528250.0,2,0,0,0,0.0
2356549.0,29454301.0,8,1,1,1,0.0
2356549.0,41261286.0,1,0,1,0,0.0
2356549.0,44354507.0,2,0,1,0,0.0
2356549.0,185838235.0,9,1,1,1,0.0
2412715.0,113546901.0,1,0,0,0,0.0
2428528.0,116717693.0,1,0,1,1,0.0
2428528.0,253761345.0,1,0,1,2,0.0
2437852.0,32624221.0,1,0,1,0,0.0
2437852.0,235222834.0,1,0,1,1,0.0
2440621.0,106111753.0,9,0,0,1,0.0
2462329.0,315878151.0,3,0,0,0,0.0
2464096.0,21308180.0,2,0,1,0,0.0
2464096.0,95583635.0,1,0,0,0,0.0
2464096.0,97949997.0,1,0,0,0,0.0
2464096.0,275807357.0,6,0,1,0,0.0
2464096.0,356590101.0,1,0,0,0,0.0
2464096.0,390421164.0,12,0,1,0,0.0
2464096.0,390871759.0,7,0,0,0,0.0
2464096.0,392529739.0,7,0,1,0,0.0
2544079.0,166758361.0,11,0,0,1,0.0
2549731.0,262548104.0,5,0,0,1,0.0
2555854.0,43327244.0,2,0,1,1,0.0
2568712.0,242736100.0,4,0,0,0,0.0
2618167.0,395673481.0,1,0,0,0,0.0
2619031.0,18518891.0,1,1,0,0,0.0
2619031.0,61689104.0,4,1,0,0,0.0
2619031.0,75359783.0,2,0,0,0,0.0
2619031.0,77592530.0,1,0,0,0,0.0
2619031.0,106963625.0,1,0,0,0,0.0
2619031.0,144445550.0,1,0,0,0,0.0
2619031.0,169595692.0,1,1,0,0,0.0
2619031.0,212331463.0,1,1,0,0,0.0
2619031.0,306752838.0,3,2,0,0,0.0
2625781.0,150755.0,1,0,1,0,0.0
2625781.0,5594340.0,1,1,0,0,0.0
2625781.0,29294554.0,1,1,0,0,0.0
2625781.0,31719576.0,1,0,0,0,0.0
2625781.0,36740311.0,1,1,0,0,0.0
2625781.0,58745958.0,2,1,0,0,0.0
2625781.0,63540503.0,1,0,0,0,0.0
2625781.0,64445508.0,1,0,0,0,0.0
2625781.0,105556019.0,1,1,0,0,0.0
2625781.0,113176611.0,1,0,0,0,0.0
2625781.0,126837886.0,1,1,0,0,0.0
2625781.0,128266552.0,1,0,0,0,0.0
2625781.0,137352835.0,1,1,1,0,0.0
2625781.0,139997942.0,1,0,0,0,0.0
2625781.0,149173948.0,1,0,0,0,0.0
2625781.0,154920323.0,1,1,0,0,1.0
2625781.0,171701695.0,1,0,0,0,0.0
2625781.0,192652127.0,2,1,0,0,1.0
2625781.0,199240992.0,1,1,0,0,0.0
2625781.0,207333364.0,1,1,0,0,0.0
2625781.0,211561154.0,2,1,0,0,0.0
2625781.0,213424687.0,1,0,0,0,0.0
2625781.0,215181700.0,1,0,0,0,0.0
2625781.0,226220636.0,1,0,0,0,0.0
2625781.0,258572793.0,1,0,0,0,0.0
2625781.0,267593141.0,1,0,0,0,0.0
2625781.0,269314057.0,1,1,1,0,1.0
2625781.0,271446719.0,1,1,0,0,0.0
2625781.0,274122267.0,2,1,0,0,0.0
2625781.0,288824536.0,5,0,2,0,0.0
2625781.0,289384288.0,5,0,1,0,0.0
2625781.0,290030096.0,0,1,0,0,0.0
2625781.0,297556384.0,2,1,0,0,0.0
2625781.0,301885546.0,1,0,0,0,0.0
2625781.0,307174166.0,1,0,0,0,0.0
2625781.0,309627230.0,1,0,0,0,0.0
2625781.0,310836240.0,3,0,0,0,0.0
2625781.0,316355578.0,1,1,0,0,0.0
2625781.0,332375666.0,1,1,0,0,0.0
2625781.0,333313252.0,1,1,0,0,0.0
2625781.0,336278418.0,1,1,0,0,0.0
2625781.0,340371696.0,3,0,1,0,0.0
2625781.0,358203454.0,1,0,0,0,0.0
2625781.0,365060948.0,1,1,0,0,0.0
2625781.0,374935603.0,1,0,0,0,0.0
2625781.0,381211683.0,1,0,0,0,0.0
2625781.0,385484436.0,1,1,0,0,0.0
2625781.0,386130361.0,2,0,0,0,0.0
2625781.0,402257293.0,1,1,0,0,0.0
2625781.0,404335497.0,1,1,0,0,0.0
2652139.0,242297717.0,1,0,0,0,0.0
2663914.0,15344805.0,2,0,0,0,0.0
2663914.0,122841390.0,1,0,1,0,0.0
2663914.0,225440167.0,5,0,1,1,0.0
2663914.0,319129779.0,1,0,0,0,0.0
2663914.0,394763045.0,1,0,0,0,0.0
2676031.0,267486561.0,7,0,0,1,0.0
2701717.0,381640424.0,3,0,1,1,0.0
2711488.0,41533487.0,1,0,1,1,0.0
2716114.0,264770109.0,1,0,0,0,0.0
2717587.0,58670077.0,4,0,0,0,0.0
2717587.0,143109046.0,1,0,1,0,0.0
2717587.0,229774332.0,25,0,4,0,0.0
2717587.0,320728325.0,6,0,1,0,0.0
2732578.0,233986113.0,2,1,0,1,0.0
2754931.0,68922513.0,1,0,1,0,0.0
2754931.0,380665312.0,1,0,0,0,0.0
2760085.0,38475771.0,1,0,0,0,0.0
2765110.0,180482180.0,1,0,0,1,0.0
2765110.0,281826681.0,1,0,1,1,0.0
2765110.0,347461429.0,0,0,0,1,0.0
2805250.0,55673167.0,2,0,1,1,0.0
2805250.0,191936757.0,2,0,1,0,0.0
2819581.0,292014.0,6,1,0,0,0.0
2819581.0,148206057.0,1,0,0,0,0.0
2819581.0,253555260.0,2,0,0,0,0.0
2819581.0,358119990.0,7,1,0,1,0.0
2819581.0,397069765.0,2,0,0,0,0.0
2854798.0,146086118.0,11,0,3,1,0.0
2876980.0,318147103.0,2,0,1,1,0.0
2903578.0,5443572.0,5,0,0,0,0.0
2903578.0,31607003.0,1,0,1,0,0.0
2903578.0,68123195.0,4,0,1,0,0.0
2903578.0,91127604.0,2,0,0,0,0.0
2903578.0,124878201.0,5,0,0,1,0.0
2903578.0,241448113.0,5,0,0,0,0.0
2903578.0,318280034.0,1,0,0,0,0.0
2903578.0,325588092.0,1,0,0,0,0.0
2910736.0,5146020.0,1,0,1,0,0.0
2910736.0,95060164.0,3,0,1,0,0.0
2910736.0,300861352.0,1,0,1,0,0.0
2916892.0,353746492.0,19,0,0,1,0.0
2925703.0,52133656.0,4,0,1,1,0.0
2925703.0,102699288.0,4,0,1,1,0.0
2925703.0,136752645.0,1,0,0,0,0.0
2925703.0,175363160.0,1,0,1,0,0.0
2925703.0,325446173.0,1,0,0,0,0.0
2925703.0,363644389.0,1,0,0,0,0.0
3033142.0,10427027.0,2,0,0,0,0.0
3033142.0,40862467.0,1,0,0,0,1.0
3033142.0,111364349.0,1,0,0,0,1.0
3033142.0,237716481.0,1,0,0,0,0.0
3035650.0,90948072.0,1,0,0,0,0.0
3037702.0,121580030.0,1,0,0,0,0.0
3074629.0,35654407.0,1,1,0,0,0.0
3074629.0,140441263.0,2,0,0,0,0.0
3074629.0,255298329.0,1,1,0,0,0.0
3074629.0,292780770.0,1,1,0,0,0.0
3074629.0,295765073.0,1,1,0,0,0.0
3074629.0,296136012.0,1,1,0,0,0.0
3074629.0,332619633.0,1,1,0,0,0.0
3075550.0,145703082.0,3,0,1,0,0.0
3075550.0,337659933.0,3,0,1,0,0.0
3102775.0,71840389.0,1,0,0,0,0.0
3102775.0,87496649.0,1,0,0,0,0.0
3102775.0,261326919.0,1,0,0,0,0.0
3102775.0,325070819.0,1,0,0,0,0.0
3102775.0,364309031.0,1,0,1,0,0.0
3118588.0,137439791.0,1,0,0,0,0.0
3118588.0,202719639.0,1,0,0,0,0.0
3118588.0,251004850.0,2,0,0,0,0.0
3119851.0,197483754.0,2,0,0,0,0.0
3121585.0,153768088.0,1,0,0,0,0.0
3138433.0,139732327.0,3,0,0,0,0.0
3138433.0,159472585.0,8,0,1,1,0.0
3191272.0,91361521.0,2,0,0,0,0.0
3191272.0,138341732.0,1,0,0,0,0.0
